sales_sk,transaction_id,customer_sk,product_sk,promotion_sk,date_sk,transaction_date,quantity,unit_price,discount_applied
638,665356,2786,436,563,20210106,2021-01-06,5,885.04,0.16
672,6978833,2255,,382,20221213,2022-12-13,4,927.35,0.04
680,7061323,2954,,729,20230329,2023-03-29,4,31.78,0.28
685,707325,2536,601,534,20201114,2020-11-14,3,715.6,0.2
698,7195633,2291,,861,20221031,2022-10-31,4,753.24,0.08
716,732408,2171,577,598,20200202,2020-02-02,7,62.47,0.44
731,7495779,2565,,307,20230706,2023-07-06,9,0,0.48
737,754850,2256,789,576,20201002,2020-10-02,5,588.44,0.38
750,764589,2259,583,405,20201006,2020-10-06,7,287.94,0.05
755,767655,2335,852,444,20201206,2020-12-06,3,904,0.32
758,7703789,2253,589,47,20221202,2022-12-02,10,302.97,0.47
761,7734859,2644,,836,20220815,2022-08-15,8,467.96,0.33
804,8238315,2354,,174,20230628,2023-06-28,8,854.62,0.17
807,8251555,2515,,609,20231224,2023-12-24,4,503.9,0.2
857,8587297,2862,,264,20230528,2023-05-28,3,124.9,0.25
858,8588054,3146,,716,20231021,2023-10-21,2,863.99,0.15
899,904530,3008,716,233,20210617,2021-06-17,8,28.36,0.06
908,9113971,3034,,336,20220721,2022-07-21,5,702.1,0.45
936,9336206,2382,,567,20220321,2022-03-21,4,937.52,0.35
942,9421968,2952,,243,20220310,2022-03-10,3,247.84,0.08
944,9429862,2211,,463,20230510,2023-05-10,4,658.82,0.05
951,949349,2407,524,531,20201225,2020-12-25,8,256.24,0.15
954,950120,2764,368,277,20211126,2021-11-26,9,282.33,0.28
966,969073,2339,853,838,20201119,2020-11-19,2,771.04,0.2
973,975362,2286,331,756,20200302,2020-03-02,3,732.03,0.1
976,977757,2325,519,325,20210109,2021-01-09,8,955.07,0.3
977,978720,2708,711,72,20201201,2020-12-01,2,751.17,0.32
981,9823273,2845,,331,20230809,2023-08-09,8,497.33,0.26
1019,9980453,2219,,849,20230128,2023-01-28,1,90.71,0.47
1021,9980455,2385,,351,20230902,2023-09-02,3,519.47,0.01
1038,9980472,2546,,654,20230627,2023-06-27,4,561.11,0.03
1043,9980477,2850,,193,20220408,2022-04-08,8,462.64,0.32
1071,9980505,2932,,154,20220613,2022-06-13,9,696.8,0.06
1118,9980552,2391,,492,20220206,2022-02-06,4,96.22,0.17
1125,9980559,2916,,67,20220427,2022-04-27,3,514.61,0.1
1130,9980564,2245,,117,20230228,2023-02-28,5,121.69,0.37
1140,9980574,2559,,335,20230216,2023-02-16,3,795.96,0.18
1141,9980575,2872,,481,20231017,2023-10-17,10,806.16,0.26
1236,9980670,2616,,739,20220123,2022-01-23,7,435.08,0.38
1250,9980684,3125,791,160,20230813,2023-08-13,9,148.63,0.28
1264,9980698,2314,,183,20230607,2023-06-07,5,84.2,0.05
1310,9980744,2415,,692,20220627,2022-06-27,4,302.63,0.41
1322,9980756,2602,,193,20230212,2023-02-12,6,291.31,0.42
1323,9980757,2192,,799,20220911,2022-09-11,7,6.18,0.27
1341,9980775,2682,,87,20231006,2023-10-06,6,19.69,0.24
1344,9980778,2783,,320,20231214,2023-12-14,1,273.17,0.13
1351,9980785,2672,,361,20230703,2023-07-03,10,0,0
1388,9980822,2712,,668,20221210,2022-12-10,8,72.99,0.24
1395,9980829,2169,,262,20220519,2022-05-19,9,653.03,0.1
1399,9980833,3036,,273,20230928,2023-09-28,1,47.67,0.49
1421,9980855,2505,,470,20231115,2023-11-15,1,624.02,0.1
1442,9980876,2362,,608,20230507,2023-05-07,3,152.27,0.21
1448,9980882,2840,,670,20231222,2023-12-22,6,20.45,0.12
1460,9980894,2730,,692,,,8,548.84,0.18
1468,9980902,3151,920,418,20230922,2023-09-22,7,625.72,0.44
1488,9980922,2767,,345,20221221,2022-12-21,6,0,0.33
1489,9980923,2316,,411,20221112,2022-11-12,5,450.35,0.37
1506,9980940,2757,,265,20230603,2023-06-03,7,505.65,0.08
1509,9980943,2328,,224,20230405,2023-04-05,4,0,0.46
1518,9980952,2786,,237,20220210,2022-02-10,2,695.62,0.25
1529,9980963,3037,,138,20231225,2023-12-25,6,945.4,0.22
1570,9981004,2919,,864,20230216,2023-02-16,3,248.37,0.13
1573,9981007,3148,,366,20230125,2023-01-25,5,793.27,0.42
1583,9981017,2436,,279,20231102,2023-11-02,10,446.89,0.28
1595,9981029,2699,,697,20230120,2023-01-20,2,316.32,0.08
1602,9981036,2338,,606,20230919,2023-09-19,5,64.97,0.01
1623,9981057,2794,,100,,,5,520.12,0.29
1690,9981124,3110,,512,20220408,2022-04-08,10,770.74,0.07
1697,9981131,2599,,663,20220719,2022-07-19,3,0,0.35
1700,9981134,2567,,425,20220720,2022-07-20,9,327.33,0.39
1713,9981147,2601,152,245,20231103,2023-11-03,8,109.17,0.43
1752,9981186,2638,,133,20230728,2023-07-28,7,8.34,0.24
1761,9981195,2161,,858,20230927,2023-09-27,5,63.26,0.02
1766,9981200,2849,,631,20220211,2022-02-11,2,380.89,0.02
1778,9981212,2637,,428,20220812,2022-08-12,3,539.58,0.45
1830,9981264,2896,,12,20221119,2022-11-19,8,935.69,0.29
1860,9981294,2377,877,759,20230828,2023-08-28,6,636.87,0.22
1865,9981299,2818,,455,,,4,631.81,0.21
1881,9981315,2891,,772,20220704,2022-07-04,6,805.14,0.46
1906,9981340,2707,,769,20230117,2023-01-17,6,98.69,0.22
1923,9981357,2551,,594,20220108,2022-01-08,5,854.43,0.25
1933,9981367,3071,,666,20231104,2023-11-04,5,797.96,0
1965,9981399,3008,,760,20230906,2023-09-06,6,0,0.37
1976,9981410,2750,,46,,,6,0,0.38
16,115377,2709,182,506,20200723,2020-07-23,5,399.04,0.34
23,1220025,2197,,429,20220311,2022-03-11,1,107.04,0.26
25,122864,3086,717,678,20210507,2021-05-07,8,972.47,0.5
34,130179,2376,122,173,20210824,2021-08-24,6,101.91,0.2
41,137888,2272,584,489,20200926,2020-09-26,6,618.72,0.34
45,1412177,2337,,30,,,4,636.86,0.44
48,1442487,2588,,847,20230115,2023-01-15,6,408.78,0.43
80,1778649,2944,,442,20231008,2023-10-08,4,834.09,0.01
157,250710,2195,511,682,20200812,2020-08-12,6,685.53,0.37
191,280130,2445,393,539,20200214,2020-02-14,3,321.08,0.17
195,287222,2561,942,827,20211130,2021-11-30,8,541.27,0.35
248,3299848,2576,,22,20220116,2022-01-16,9,679.01,0.25
250,33280,2257,377,464,20210728,2021-07-28,6,127.63,0.21
268,3523761,2775,,568,20231116,2023-11-16,1,347.78,0.37
336,415028,2592,874,337,20210307,2021-03-07,4,917.35,0.02
352,4296508,2908,,156,20231011,2023-10-11,3,933.56,0.17
402,475371,2174,373,220,20201020,2020-10-20,5,237.01,0.22
441,5069467,2870,,68,20231103,2023-11-03,3,87.4,0.43
455,515017,2539,397,378,20200820,2020-08-20,3,989.05,0.26
460,520158,2358,926,27,20210218,2021-02-18,8,284.73,0.24
470,5279073,2436,,144,20221108,2022-11-08,4,995.64,0.01
473,5285877,2357,,364,20230530,2023-05-30,2,149.39,0.3
480,5352337,2255,,349,,,10,70.12,0
503,5555205,2933,,27,20230826,2023-08-26,5,976.23,0
505,5580465,2827,,808,20221004,2022-10-04,4,263.62,0.27
526,5674933,2362,,226,20230607,2023-06-07,6,508.4,0.31
561,5958809,2921,,762,20230116,2023-01-16,6,34.81,0.09
562,5959320,2166,,208,20221101,2022-11-01,1,373.15,0.18
579,6117287,2497,,282,20220315,2022-03-15,2,204.01,0.08
584,6160466,2836,,310,20231208,2023-12-08,10,668.66,0.02
590,621987,2594,740,618,20210723,2021-07-23,6,817.9,0.33
600,62922,2549,533,551,20200702,2020-07-02,8,634.6,0.49
603,6316158,2740,,310,20220329,2022-03-29,3,772.5,0.26
645,6701515,2757,,647,20230924,2023-09-24,2,0,0.29
647,6729936,3044,,271,20231022,2023-10-22,4,127.01,0.26
657,684924,2559,277,114,20200307,2020-03-07,8,362.32,0.03
674,6989689,2259,,357,20230905,2023-09-05,2,806.52,0.47
690,7112085,3149,,703,20231017,2023-10-17,5,452.39,0.29
692,713655,2475,123,694,20211226,2021-12-26,5,685.73,0.04
699,7200682,2587,,449,20230107,2023-01-07,7,228.75,0.07
725,7451495,2782,,530,20221218,2022-12-18,9,506.72,0.15
771,783950,2295,192,264,20200114,2020-01-14,6,159.48,0.45
772,78832,2228,580,163,20210607,2021-06-07,7,986.39,0.46
782,7997997,2895,,443,20220819,2022-08-19,2,812.97,0.32
817,8326012,2165,,581,20220406,2022-04-06,9,605.22,0.36
851,8529279,2904,,376,20230324,2023-03-24,2,88.66,0.39
854,853979,2179,992,647,20211015,2021-10-15,9,178.54,0.24
892,898452,2483,933,694,20210412,2021-04-12,5,716.32,0.38
903,905505,2288,792,479,20201017,2020-10-17,1,148.37,0.42
912,9173493,2429,,455,20220318,2022-03-18,10,943.09,0.29
918,9206070,2788,,600,20230226,2023-02-26,4,768.22,0
919,9217831,2996,,747,20220518,2022-05-18,9,884.58,0.14
959,958485,2104,506,88,20210422,2021-04-22,4,570.42,0.27
968,9705346,2815,85,785,20230907,2023-09-07,8,135.24,0
974,9758920,3068,,739,20230925,2023-09-25,6,477.68,0.15
979,9795547,2799,,254,20230925,2023-09-25,1,767.61,0.08
982,9825736,2514,,862,20221230,2022-12-30,4,509.55,0
1000,9980434,2325,,373,20221218,2022-12-18,4,790.71,0.23
1008,9980442,2285,,415,20220406,2022-04-06,9,98.86,0.1
1045,9980479,2566,,677,20220910,2022-09-10,10,708.91,0.09
1056,9980490,3073,,829,20220205,2022-02-05,2,602.05,0.11
1082,9980516,2683,,294,20230517,2023-05-17,10,249.96,0.1
1089,9980523,2546,,50,20220416,2022-04-16,5,378.69,0.27
1092,9980526,2353,,377,20221022,2022-10-22,1,644.02,0.03
1096,9980530,2326,,507,20230620,2023-06-20,2,339.62,0.05
1098,9980532,2698,,586,20220221,2022-02-21,3,0,0.47
1139,9980573,2438,,226,20221217,2022-12-17,7,598.83,0.15
1171,9980605,2214,,308,20230320,2023-03-20,8,0,0.41
1186,9980620,2673,,459,20230725,2023-07-25,2,639.45,0.02
1200,9980634,3124,,849,20220811,2022-08-11,9,371.05,0.07
1204,9980638,2754,,509,20220816,2022-08-16,8,232.03,0
1222,9980656,2808,,323,20220714,2022-07-14,8,114.36,0.38
1247,9980681,2827,,456,20231120,2023-11-20,5,219.51,0.04
1260,9980694,2905,,423,20220403,2022-04-03,5,487.23,0.17
1287,9980721,2895,,255,20220730,2022-07-30,7,549.71,0.31
1295,9980729,2941,,247,20220324,2022-03-24,4,206.17,0.36
1325,9980759,2270,662,110,20220905,2022-09-05,2,689.41,0.14
1327,9980761,3105,,309,20221229,2022-12-29,10,870.08,0.03
1359,9980793,3138,,226,20230525,2023-05-25,9,118.18,0.34
1368,9980802,3093,,195,20220312,2022-03-12,6,557.25,0.27
1407,9980841,2256,,741,,,8,339.29,0
1472,9980906,2843,,84,20231128,2023-11-28,8,135.32,0.38
1499,9980933,3065,,54,20220614,2022-06-14,1,471.29,0.03
1526,9980960,2238,,393,20220822,2022-08-22,4,625.46,0.13
1527,9980961,2747,,804,20231009,2023-10-09,8,979.77,0.46
1531,9980965,2622,,497,20230724,2023-07-24,10,66.56,0.31
1538,9980972,2713,,767,20220505,2022-05-05,2,823.03,0.36
1541,9980975,2310,,60,20220620,2022-06-20,4,204.01,0.39
1546,9980980,2328,,85,20220421,2022-04-21,1,563.16,0.3
1571,9981005,2354,,353,20231025,2023-10-25,6,876.02,0.45
1615,9981049,2693,,802,20220817,2022-08-17,7,188.13,0.14
1631,9981065,2392,,628,20231106,2023-11-06,6,618.27,0.17
1635,9981069,2105,,753,20230717,2023-07-17,10,516.91,0.2
1639,9981073,2789,925,568,,,6,95.11,0.36
1647,9981081,2226,,50,20221203,2022-12-03,9,790.02,0.31
1661,9981095,2438,,808,20231022,2023-10-22,2,473.76,0.29
1665,9981099,3084,,609,20220104,2022-01-04,9,491.98,0.06
1667,9981101,2246,,574,20221126,2022-11-26,6,266.76,0.4
1670,9981104,2866,,319,20230702,2023-07-02,1,368.97,0.27
1674,9981108,2337,,568,20221012,2022-10-12,1,185.67,0.39
1715,9981149,2856,,173,20231029,2023-10-29,1,152.09,0.31
1718,9981152,2617,,603,20220528,2022-05-28,3,964.26,0.22
1733,9981167,2404,,286,20220708,2022-07-08,3,266.71,0.33
1786,9981220,2652,,796,20220113,2022-01-13,5,722.59,0.32
1811,9981245,2196,,214,20220815,2022-08-15,1,92.46,0.19
1831,9981265,2951,,817,20220531,2022-05-31,5,306.68,0.2
1880,9981314,2282,,169,20220420,2022-04-20,4,636.06,0.23
1890,9981324,3129,,786,20221119,2022-11-19,2,715.07,0.34
1899,9981333,2758,,607,20220409,2022-04-09,2,215.74,0.44
1909,9981343,3104,,534,20220715,2022-07-15,1,156.68,0.33
1910,9981344,2695,215,186,20220706,2022-07-06,7,0,0.01
1934,9981368,2199,,711,20230812,2023-08-12,4,793.06,0.02
1962,9981396,3131,279,841,20230516,2023-05-16,2,304.27,0.42
1997,9981431,2548,,315,20230428,2023-04-28,5,292.08,0.19
21,11930,2565,399,533,20200720,2020-07-20,6,244.36,0.01
33,1298492,2201,,592,20230824,2023-08-24,5,961.13,0.38
49,1443141,2347,,32,20230820,2023-08-20,9,823.12,0.32
66,1651024,2711,,795,20231004,2023-10-04,4,369.16,0.19
68,1700500,2875,,25,20221027,2022-10-27,7,56.19,0.13
77,176272,2524,870,522,20210801,2021-08-01,6,392.08,0.33
93,1917076,2735,,478,20221025,2022-10-25,3,44.21,0.16
102,2020971,2744,,24,20220611,2022-06-11,3,362.37,0.36
104,203261,2385,387,652,20200414,2020-04-14,4,10.3,0.12
174,2677309,2486,,703,20220205,2022-02-05,9,536.11,0.45
184,275469,2584,31,770,20200427,2020-04-27,9,113.36,0.32
188,2764403,2961,,572,20230514,2023-05-14,8,181.07,0.17
189,2785206,2512,,330,20220524,2022-05-24,5,645.55,0.09
229,313479,2599,534,532,20210403,2021-04-03,7,488.57,0.09
232,3145707,2966,,834,20231120,2023-11-20,7,193.05,0.35
233,3168278,2805,,85,20230425,2023-04-25,10,680.19,0.21
237,321956,2103,434,395,20200310,2020-03-10,4,612.28,0.1
239,3223278,2837,,512,20220924,2022-09-24,5,396.09,0.22
242,325497,3097,183,36,20200129,2020-01-29,1,679.18,0.16
275,359740,2224,187,162,20211130,2021-11-30,1,736.13,0.46
286,3718127,2378,,300,20221129,2022-11-29,3,960.45,0
316,395957,2247,663,311,20201121,2020-11-21,4,81.25,0.29
318,399976,2439,22,542,20201030,2020-10-30,6,159.01,0.28
324,40520,2227,662,454,20210403,2021-04-03,2,826.72,0.47
343,4187734,2272,,505,20221202,2022-12-02,6,853.91,0.11
345,4202647,2871,,62,20230624,2023-06-24,5,661.49,0.35
354,430896,2332,587,125,20200414,2020-04-14,6,264.1,0.41
375,452113,2294,585,335,20210930,2021-09-30,7,269.37,0.44
380,4558281,2532,521,113,20230109,2023-01-09,1,769.85,0
381,4561197,2995,,69,20220405,2022-04-05,3,781.98,0.16
406,481654,2347,515,181,20210209,2021-02-09,5,87.02,0.44
418,494142,2437,804,324,20210821,2021-08-21,3,17.04,0.02
429,4985062,2281,,611,20221127,2022-11-27,7,64.14,0.1
443,5072146,2303,,363,20220210,2022-02-10,8,261.67,0.33
452,5130242,2295,,617,20221111,2022-11-11,6,199.93,0.35
474,5295135,2426,,774,20220707,2022-07-07,2,505.8,0.36
494,5505063,2187,,201,20230720,2023-07-20,2,137.89,0.38
508,5605616,2458,,38,20220322,2022-03-22,8,658.19,0.1
513,561782,2351,854,610,20210730,2021-07-30,5,678.6,0.44
537,575073,3075,323,558,20200112,2020-01-12,2,314.24,0.06
569,6034336,2578,,603,20230104,2023-01-04,7,549.92,0.49
583,616037,2200,6,448,20210214,2021-02-14,2,618.24,0.4
598,627102,2278,70,647,20210730,2021-07-30,5,698.63,0.16
619,64549,2526,77,63,20200924,2020-09-24,8,349.45,0.46
626,650330,2560,205,57,20200221,2020-02-21,1,234.77,0.04
634,662868,2254,664,838,20200204,2020-02-04,4,650.31,0.42
639,665812,2246,582,257,20200901,2020-09-01,8,928.48,0.32
707,727750,2313,263,173,20200205,2020-02-05,8,461.46,0.01
710,7289755,2819,,164,20230620,2023-06-20,3,571.1,0.45
723,7393906,3121,,448,20230408,2023-04-08,2,913.31,0.21
735,75298,2457,141,425,20200119,2020-01-19,1,528.81,0.09
751,765484,2575,653,749,20200716,2020-07-16,8,719.79,0.13
764,77608,2455,862,500,20210416,2021-04-16,9,90.11,0.21
770,783852,2359,17,622,20200803,2020-08-03,9,939.68,0.32
775,789333,2211,512,360,20200527,2020-05-27,8,166.6,0.28
823,834583,2395,799,490,20200721,2020-07-21,2,370.48,0.33
842,8484288,2165,,490,,,8,624.83,0.17
852,8536906,3044,,759,20230629,2023-06-29,1,646.45,0.16
860,8635656,2842,,507,20231102,2023-11-02,6,978.02,0.1
877,887824,2404,801,525,20210422,2021-04-22,3,673.81,0.24
926,9274701,2305,,158,20230518,2023-05-18,8,524.57,0.08
961,960971,2433,199,543,20211124,2021-11-24,4,785.9,0.44
963,965251,2697,714,26,20210629,2021-06-29,2,376.96,0.15
964,9670485,2669,,785,20230514,2023-05-14,5,675.61,0.41
965,968062,2473,453,498,20200914,2020-09-14,6,578.25,0.22
988,992480,2574,80,94,20200906,2020-09-06,4,373.16,0.47
1051,9980485,2799,,740,20220104,2022-01-04,1,993.34,0.29
1066,9980500,2360,,41,20230218,2023-02-18,8,10.58,0.36
1073,9980507,2798,,392,20230210,2023-02-10,6,448.02,0.23
1088,9980522,2217,,609,20220318,2022-03-18,3,0,0
1155,9980589,2628,,772,20231019,2023-10-19,9,902.02,0.01
1165,9980599,3111,,794,20220102,2022-01-02,4,882.9,0
1183,9980617,2240,,458,20230704,2023-07-04,9,468.27,0.03
1188,9980622,2720,,793,20220913,2022-09-13,5,429.13,0.32
1193,9980627,2235,,263,20231004,2023-10-04,7,484.28,0.38
1198,9980632,2221,,319,20221007,2022-10-07,10,0,0.41
1224,9980658,2176,,295,20230413,2023-04-13,7,172.19,0.03
1228,9980662,2436,,61,20230929,2023-09-29,8,200.58,0.1
1231,9980665,2472,,606,20230913,2023-09-13,4,66.03,0.18
1252,9980686,2778,,859,20220515,2022-05-15,5,83.4,0.16
1271,9980705,2401,,715,20230510,2023-05-10,8,124.82,0.34
1274,9980708,2249,,150,20221117,2022-11-17,1,463.31,0.27
1282,9980716,2694,,29,20230606,2023-06-06,3,0,0.39
1285,9980719,2554,,835,20230615,2023-06-15,1,317.85,0.08
1313,9980747,2526,,544,20230531,2023-05-31,9,868.65,0.05
1321,9980755,2773,,605,20220730,2022-07-30,6,95.76,0.41
1384,9980818,2604,,726,20221003,2022-10-03,5,498.45,0.15
1405,9980839,3121,,175,20230613,2023-06-13,8,594.65,0.07
1416,9980850,2668,,807,20230309,2023-03-09,4,552.71,0.18
1427,9980861,2657,,258,20230817,2023-08-17,1,980.39,0.31
1451,9980885,2365,,704,20231020,2023-10-20,7,541.09,0.29
1452,9980886,2899,,89,20230914,2023-09-14,6,315.17,0.02
1478,9980912,2461,,685,20220125,2022-01-25,8,493.16,0.42
1483,9980917,2233,,542,20221013,2022-10-13,3,940.47,0.04
1563,9980997,2997,,469,20230702,2023-07-02,4,556.1,0.07
1584,9981018,2394,,222,20230223,2023-02-23,4,0,0.34
1633,9981067,3115,,310,20220329,2022-03-29,1,384.91,0.04
1640,9981074,3003,,715,20230811,2023-08-11,3,779.91,0.34
1694,9981128,2194,,809,20230418,2023-04-18,8,187.91,0.42
1724,9981158,2803,,311,20221013,2022-10-13,10,154.04,0
1725,9981159,2661,,439,20220317,2022-03-17,4,702.54,0.49
1782,9981216,2206,,111,20230213,2023-02-13,7,119.82,0.2
1808,9981242,2599,,155,20230417,2023-04-17,8,467.31,0.44
1809,9981243,3046,,415,20230122,2023-01-22,4,698.18,0.19
1812,9981246,3120,,823,20230529,2023-05-29,8,58.41,0.39
1821,9981255,2533,,697,20220407,2022-04-07,5,322.09,0.21
1822,9981256,3076,,507,20231210,2023-12-10,6,672.26,0.38
1825,9981259,2960,390,210,20221204,2022-12-04,10,847.56,0.42
1833,9981267,2388,,358,20220127,2022-01-27,9,479.67,0.36
1851,9981285,2176,,308,20220621,2022-06-21,5,553.22,0.16
1894,9981328,2815,,591,20230921,2023-09-21,4,823.85,0.1
1907,9981341,2480,,396,,,5,970.25,0.45
1913,9981347,2422,,70,20220509,2022-05-09,10,303.45,0.44
1925,9981359,2137,,466,20230511,2023-05-11,3,696.27,0.46
1930,9981364,3145,,611,20230719,2023-07-19,6,355.71,0.48
1935,9981369,3061,,502,20221211,2022-12-11,10,452.25,0.31
1949,9981383,2853,215,570,20220316,2022-03-16,4,76.15,0.29
1954,9981388,2937,,15,20231021,2023-10-21,6,520.58,0.14
1973,9981407,2459,,36,20230918,2023-09-18,6,50.81,0
1986,9981420,2487,,542,20230421,2023-04-21,3,351.1,0
